Gene	HN_1	HN_2	HN_3	HN_4	HN_5	HN_6	DCIS_1	DCIS_2	DCIS_3	DCIS_4	DCIS_5	DCIS_6
"2064"	7.91949550248577	7.44865204679713	7.2408547343751	8.49837830661996	7.12661607037192	7.11309943873716	7.65125112438173	7.24135329645806	7.36773073207616	11.2535487472611	7.21848082428636	7.33589192145515
"387"	9.24771667594696	10.3943739548326	10.0437820785138	8.78640550876498	10.9998161428156	10.9504788754808	10.5357655225116	10.5929900869427	10.6240349514008	8.46748109289326	11.3824896125882	11.1900167322615
"3371"	9.81591791143037	8.79767825311157	8.10554003639514	7.40197304271779	8.46558813202068	8.73173440755549	10.3428455576874	9.90640117443838	8.12459169025204	8.26976289158116	8.37580166564742	8.50003040579423
"1289"	7.7198094512896	8.00342925020343	7.94580587813521	7.13010662700972	7.40560547671706	7.25155261697008	8.48825664642817	8.64578509934468	6.9089562031279	8.25394189055056	8.16098696731085	6.96843149305035
"5602"	7.83716113175439	7.68506500705762	8.03602065355459	7.97890156481722	8.13962364649424	8.15199620714688	8.19297890631279	7.9089246596413	7.33884313779432	9.47385830282769	8.26536877620038	8.33723120339471
"7060"	7.93949494466065	7.95555099528739	6.91662632583976	7.83789975478221	6.88647445845601	7.14505800927139	10.4535898958312	7.21398143912287	6.92331362496387	7.86714209992417	6.85166692639913	6.87692570902609
"330"	7.06789300261156	7.18266412362223	7.09229475269091	7.59076634718441	6.86279264975889	6.39525338038141	7.75999884468903	7.09358289266171	7.20621964206283	6.07139335896935	8.888091780303	6.57083210488732
"1101"	7.17194936309096	8.12133756686395	7.90857002901674	7.96002754676143	7.3473152538191	7.72321249577469	8.89565459114361	8.87853064764424	8.23468829711553	6.97491770659946	7.14584458686409	7.3844773970256
"1290"	7.26670985674961	7.94992027773813	7.79366962383538	7.04902913417873	7.56419252602723	7.58706820057293	8.24967478144659	8.43870116265383	6.83773273738061	7.5189133594969	7.9117085092842	7.19123817828294
"10451"	7.82398556012567	8.69829014265594	9.72951933497744	8.19501901812504	10.0691537561982	9.73781189752139	8.29920016795633	9.02951554518316	8.93042137552506	8.24206546456091	10.2869130362164	10.4003961586367
"1282"	7.65154836082189	8.8621104023283	8.14578832860881	7.2784245540654	8.46105772865399	8.68600669912677	9.8830599935817	8.51797333922965	6.67383420097947	7.92378201915025	8.04523325379321	8.42031938588939
"1293"	9.42930437355734	9.74159032237398	9.14425731227539	8.55207066668023	9.28876929529435	9.11657550155176	10.9540623258284	9.5701196205111	7.94894466824162	9.04408038722188	9.81496444350085	8.26534276785908
"2317"	9.40607463816703	8.39001309584789	9.20526910776521	9.88158193648042	9.07218025287935	9.01215829797928	9.56969350818587	9.17347814795847	9.01420963717759	8.61041220821637	9.39264269769674	9.35801361535074
"56034"	9.18130877526115	8.48960210984252	9.21651697607665	8.72856204037565	8.91312156500564	8.59245208086333	10.1077143944423	8.08385372697892	8.85405061867342	7.82026921051311	8.88157783403081	9.34081202433093
"1281"	8.89444523959934	10.4478961738637	10.1914774220399	8.15642620434815	9.51787729694913	9.73848638939378	11.0761079160061	10.3095400645422	7.81897274820764	9.23358600687225	10.0721166174922	8.39255838186384
"596"	6.91869584096944	7.5312013745047	8.25414099113245	6.7126907454066	8.69029293366078	8.57383269553508	7.77425843671593	7.22050519901709	7.11742114645237	6.0817127233908	9.08756203885863	8.73574091938324
"3791"	7.2028967712189	7.44935564131301	7.30307889093525	6.64365098275375	7.17193431788403	6.92148509286988	7.60312268412211	6.65507213483473	6.53574592852266	6.83578149648484	6.74552603833212	7.43594402866466
"4233"	7.12928994907308	8.41312781680698	7.32934315262376	7.20469051856096	8.36374582215324	7.81007794760523	6.71845330386373	7.70480784564091	8.21428585157827	6.71218089747507	7.82377133985395	7.94952337397118
"1287"	8.57774386839451	9.91222799233012	9.57343873937942	8.81419881603044	9.88691656652029	9.73987290046068	8.85668062167246	9.33811040681134	8.74589271116669	8.31319844596345	10.6127839927904	9.49146397938572
"5293"	7.50683444914375	7.5412838916593	8.25112907358046	8.33878919220447	7.36508330060182	7.15698178283647	7.14319634017343	7.00233949788279	9.05377468868255	6.96965130529802	7.36319093795028	7.11336612751015
"1284"	8.80076149165547	8.57392634050616	7.65422279006033	8.38114547975112	7.50921999993355	7.85036898611456	9.85050655528242	7.33740876665233	6.59889063841222	9.14029292877749	6.56364995830559	7.45094826823532
"1950"	7.68109762242484	7.24877640823243	8.33891585836513	6.89195178414164	8.1277677000905	7.40447011882458	7.29191379355922	6.94537204874141	7.79352003495286	6.98275270422756	7.33877149570724	7.08598508629281
"1288"	7.04785737432976	9.08056202952277	8.16510759777812	6.95489605414541	9.22001689636561	8.75594246625972	7.01675087481201	7.57752257132148	6.52870401903726	6.73574635645396	10.5737953807423	8.06149544029211
"3908"	7.78306482424943	7.9050461606738	7.12075652794891	7.1513854163293	7.20698428198958	7.18251110523889	7.5492725100572	6.60288664232322	6.72440468659073	6.71948840024362	6.73019185251159	7.12587901241591
"858"	8.40943541930611	8.39692792270347	8.2723280507834	7.38748854619428	8.49589550632802	8.09171308538125	7.75794763961017	8.35049641897314	7.47409140843803	7.24269361042541	7.31967099587053	7.95096891849843
"5295"	9.14560939275262	9.16410659995288	9.13386561681563	9.17466436653887	9.51181358134096	9.33700329066003	8.96018882066457	7.91171337190509	8.84518693616795	8.79867127613954	8.81241750109693	9.02404636468146
"3679"	8.28513197926473	7.77160023656815	7.08148732457584	9.06119118642928	6.90277841204556	7.36171990202197	8.14840268557927	6.73070002910526	6.47977892442398	8.04261777146725	6.51747900960258	7.38798332801422
"57144"	7.32442181140281	7.52522541767412	7.43171031308744	7.22047010663299	7.36465051030134	7.3080500625889	6.75721728284717	6.7587364701848	6.75780431680904	6.71757075589731	6.84686236440322	6.85931479147414
"87"	11.0745844425054	8.53235959022564	8.61810736331005	10.9147829384233	8.5345771463596	8.76424210562046	9.61133326821197	8.33080036054063	8.5511559089432	9.88157758077751	8.05298571735824	8.41173966121496
"3915"	7.86741243776479	8.91740565556146	8.94635425913075	7.67481685837493	8.76728325966219	9.00941542794742	8.26021324541723	7.76411075556384	7.97624413226467	7.23282725834548	8.09961749904889	8.16849212404201
"3912"	8.38436457382998	7.82528768376652	7.6788753344834	6.90664520094559	7.06249175475429	6.87336700818179	7.92706399400162	6.80130004758091	6.20299992222531	6.89488348218807	6.47042004432603	6.42803240956414
"10398"	8.54012538036804	8.0246733695148	6.97769468156682	8.00814173921217	6.96913931582452	6.8949808292086	7.31607479561886	6.98205115440833	6.54588789860922	7.28357937184448	6.51920691649141	6.7094204641603
"3910"	7.51301696362043	8.86475079653533	8.4507515796102	7.03114706709091	7.2342279494079	7.94250518398343	8.38690979860569	7.45428962720044	6.43315614365111	6.70663466768223	6.69808220995047	7.1140994319303
"3655"	8.32562502822543	8.30605737207595	8.91780582786473	8.39756962885161	8.55593118774787	8.66249795347225	8.4109976211624	5.53883563106915	8.86252080222818	8.07239426738937	6.91403314424725	8.43452437982614
"857"	9.41165053298844	9.03029745830176	8.7203617233989	8.21832651553681	9.1149321181032	8.62649068167506	9.42255120970878	8.30211754233793	7.25251931210392	7.24929571392903	7.66625071720724	8.1864926361983
"2316"	9.46941417823941	8.29367936356996	7.69545234187082	9.74005814733182	7.62397626160051	7.57188161106705	8.05108426609709	7.41965275932366	7.06003680240434	9.02587900611296	6.94857442321034	6.73922992427013
"1956"	8.56354485715148	8.40438919691242	8.22995374157845	8.5957751009582	7.86484484615035	7.3593889010926	7.14438402784363	7.28862149775029	7.80921930147217	7.58607805930358	6.97896022163919	7.01682043727094
"5063"	7.8817653150247	9.03057685664182	8.79045168890194	8.43213975125479	8.64274277219853	8.96197982621111	7.07982596605701	7.32440718816489	8.27910267976401	7.60055537568452	7.80757601658125	8.27626207562808
"5156"	9.22956882900464	10.0510254001906	8.77682474088846	8.20375862344599	9.58319019802481	9.13117973044883	8.42094624844703	7.62611743238246	8.67557702753887	7.23031824730098	8.7491671741535	8.85246299903914
"5649"	7.5841360194754	9.44219980782156	9.11817133972826	7.57204316138026	7.51850106078737	8.72427458615596	7.47606417086923	7.08127228897762	7.43504136529553	7.43545491026414	7.48048026097844	7.60906412625476
"3918"	8.51479716818965	8.35130793930717	8.08854153268997	7.09115411957841	8.72977821775707	8.28566754332651	6.97096173960641	7.99594537483499	7.31510285337827	6.67491753160564	7.49104650477984	7.05248768346621
"80310"	9.01909627286711	10.4409760261498	8.82518051184208	7.88769032319711	9.01969552843627	8.99028570388958	8.80536415930668	8.04560056292693	7.48954264091123	7.15067459996503	7.42062861006489	9.17615879497001
"3909"	8.3554104363965	10.1197312396418	8.99521699248128	8.42840774500786	9.25542076110849	9.0162830825161	7.9043367836714	7.84022344449692	7.60307635982577	6.9048835328901	8.62658753342701	9.18705494730594
"894"	7.95961030055526	8.27051214831485	8.88836401096665	6.58985579641388	8.75632623685993	8.37264910472395	7.6565097850081	6.88768620753745	7.25017250566601	6.33247593629689	7.21241870202224	7.38486359350566
"8515"	8.07701993691699	9.08486520277564	8.3485223666657	9.21967385307963	7.97974699068342	8.37828297029751	7.31734200291698	7.95576714243496	7.19997044441194	7.27928872711466	7.27677245585335	7.56078222227931
"5154"	7.4290454292123	8.32874457836363	9.15057501123841	7.74983909692506	9.06263177479381	9.43666553797671	7.31116874301116	6.89280542318545	7.42812057578837	6.99821929273755	7.46734699710973	8.11282763589943
"3479"	8.19987953913686	9.95266693800218	8.87838798947922	7.19898671348699	8.31710410010525	7.9187736871406	8.09981851157184	6.96674828123332	7.09568017435898	7.02357154480756	7.13721485103254	7.15171042023397
"3914"	8.91038629579912	8.7661482322976	8.89267596482986	8.54113268342009	9.30786772853479	8.88614901201237	7.80918823910106	7.84752602946151	7.44161180671381	7.10763967481745	7.74129661950249	7.47526688296298
"63923"	8.77876954345271	10.1500318945908	9.20425192712931	7.75198314920647	8.98305495645591	8.77918582863025	8.03730696715931	7.10146087215352	7.14829457987809	7.31146888035813	7.24483806527649	7.93495696177968
"2277"	8.16393006211817	9.77370624472728	9.98453485432011	7.00125504229843	7.93889439595481	7.90401792950302	6.81173800265238	6.5686228656997	6.81503840969088	7.44458919354706	6.5917581176923	6.72135071671773
"4638"	11.6582141606746	11.0444118429757	10.964480011457	11.5456349499151	11.2522145210091	10.9911060163646	10.4084156484072	9.38404894615526	8.33433860535772	9.17758359967002	7.77843089770259	8.83589102050962
